Temperature I,Temperature II,Ore Parameter I,Ore Parameter II,Ore Parameter III,Ore Parameter IV,Indicators A,Indicators B,Indicators C,Indicators D
594.73,686.68,49.24,90.38,46.13,28.16,79.51,23.89,11.57,13.56
594.15,686.06,49.24,90.38,46.13,28.16,79.52,23.89,11.56,13.56
595.04,686.08,49.24,90.38,46.13,28.16,79.52,23.89,11.56,13.56
594.47,686.13,49.24,90.38,46.13,28.16,79.52,23.88,11.55,13.56
595.43,686.83,49.24,90.38,46.13,28.16,79.52,23.88,11.55,13.56
594.59,686.44,49.24,90.38,46.13,28.16,79.52,23.88,11.55,13.56
595.26,686.29,49.24,90.38,46.13,28.16,79.52,23.88,11.55,13.56
594.73,686.17,49.24,90.38,46.13,28.16,79.52,23.88,11.55,13.56
594.37,686.3,49.24,90.38,46.13,28.16,79.52,23.88,11.55,13.56
594.55,685.73,49.24,90.38,46.13,28.16,79.53,23.87,11.55,13.56
595.08,686.49,49.24,90.38,46.13,28.16,79.53,23.87,11.55,13.56
594.37,686.38,49.24,90.38,46.13,28.16,79.53,23.87,11.55,13.56
594.47,686.37,49.24,90.38,46.13,28.16,79.54,23.86,11.55,13.56
595.12,686.46,49.24,90.38,46.13,28.16,79.55,23.86,11.55,13.56
595.12,686.81,49.24,90.38,46.13,28.16,79.55,23.86,11.55,13.55
593.84,685.98,49.24,90.38,46.13,28.16,79.56,23.85,11.55,13.55
595.04,686.34,49.24,90.38,46.13,28.16,79.57,23.84,11.55,13.55
594.06,686.13,49.24,90.38,46.13,28.16,79.57,23.84,11.55,13.55
594.47,686.27,49.24,90.38,46.13,28.16,79.58,23.83,11.55,13.55
595.09,686.29,49.24,90.38,46.13,28.16,79.59,23.82,11.55,13.55
595.09,686.76,49.24,90.38,46.13,28.16,79.6,23.82,11.55,13.55
594.73,686.48,49.24,90.38,46.13,28.16,79.61,23.81,11.55,13.54
595.08,686.27,49.24,90.38,46.13,28.16,79.62,23.8,11.55,13.54
595.53,686.39,49.24,90.38,46.13,28.16,79.63,23.79,11.55,13.54
595.22,686.47,49.24,90.38,46.13,28.16,79.64,23.79,11.55,13.54
595.04,686.7,49.24,90.38,46.13,28.16,79.65,23.78,11.55,13.54
594.24,686.42,49.24,90.38,46.13,28.16,79.67,23.77,11.55,13.53
594.77,686.33,49.24,90.38,46.13,28.16,79.68,23.76,11.55,13.53
594.77,685.9,49.24,90.38,46.13,28.16,79.69,23.75,11.55,13.53
594.33,686.1,49.24,90.38,46.13,28.16,79.7,23.74,11.55,13.53
594.33,686.01,49.24,90.38,46.13,28.16,79.72,23.73,11.55,13.53
595.22,686.41,49.24,90.38,46.13,28.16,79.73,23.72,11.55,13.52
595.13,686.64,49.24,90.38,46.13,28.16,79.74,23.71,11.55,13.52
595.09,686.08,49.24,90.38,46.13,28.16,79.75,23.7,11.55,13.52
594.64,686.26,49.24,90.38,46.13,28.16,79.77,23.69,11.55,13.52
594.64,686.13,49.24,90.38,46.13,28.16,79.78,23.68,11.55,13.52
593.04,686.03,49.24,90.38,46.13,28.16,79.79,23.67,11.55,13.51
594.02,685.88,49.24,90.38,46.13,28.16,79.81,23.66,11.55,13.51
593.57,686.58,49.24,90.38,46.13,28.16,79.82,23.65,11.55,13.51
593.98,685.9,49.24,90.38,46.13,28.16,79.83,23.64,11.55,13.51
594.46,686.37,49.24,90.38,46.13,28.16,79.84,23.63,11.55,13.5
594.28,685.94,49.24,90.38,46.13,28.16,79.86,23.62,11.55,13.5
594.9,686.43,49.24,90.38,46.13,28.16,79.87,23.61,11.55,13.5
594.9,686.25,49.24,90.38,46.13,28.16,79.88,23.6,11.55,13.5
594.9,686.26,49.24,90.38,46.13,28.16,79.89,23.59,11.55,13.5
595.04,687.38,49.24,90.38,46.13,28.16,79.91,23.58,11.55,13.49
595.04,686.51,49.24,90.38,46.13,28.16,79.92,23.57,11.55,13.49
593.31,686.03,49.24,90.38,46.13,28.16,79.93,23.57,11.55,13.49
595.08,686.21,49.24,90.38,46.13,28.16,79.94,23.56,11.55,13.49
594.55,685.46,49.24,90.38,46.13,28.16,79.95,23.55,11.55,13.49
595.31,686.51,49.24,90.38,46.13,28.16,79.96,23.54,11.55,13.48
594.56,686.34,49.24,90.38,46.13,28.16,79.97,23.54,11.55,13.48
595.48,686.46,49.24,90.38,46.13,28.16,79.98,23.53,11.55,13.48
594.51,686.31,49.24,90.38,46.13,28.16,79.99,23.52,11.55,13.48
594.82,686.28,49.24,90.38,46.13,28.16,79.99,23.52,11.55,13.48
595.31,686.47,49.24,90.38,46.13,28.16,80,23.51,11.55,13.48
595.31,686.56,49.24,90.38,46.13,28.16,80.01,23.5,11.55,13.48
593.8,686.09,49.24,90.38,46.13,28.16,80.01,23.5,11.55,13.47
594.73,686.5,49.24,90.38,46.13,28.16,80.02,23.5,11.55,13.47
595.39,686.42,49.24,90.38,46.13,28.16,80.03,23.49,11.55,13.47
594.77,686.34,49.24,90.38,46.13,28.16,80.03,23.49,11.55,13.47
595.48,686.51,49.24,90.38,46.13,28.16,80.03,23.49,11.55,13.47
594.81,686.22,49.24,90.38,46.13,28.16,80.04,23.48,11.55,13.47
594.78,686.3,49.24,90.38,46.13,28.16,80.04,23.48,11.55,13.47
595.3,686.59,49.24,90.38,46.13,28.16,80.04,23.48,11.55,13.47
595,686.57,49.24,90.38,46.13,28.16,80.04,23.48,11.55,13.47
595.08,686.38,49.24,90.38,46.13,28.16,80.04,23.48,11.55,13.47
595.08,686.38,49.24,90.38,46.13,28.16,80.04,23.48,11.55,13.47
594.51,686.47,49.24,90.38,46.13,28.16,80.04,23.47,11.55,13.47
594.73,686.1,49.24,90.38,46.13,28.16,80.05,23.47,11.55,13.47
594.29,686.36,49.24,90.38,46.13,28.16,80.05,23.46,11.55,13.47
594.78,686.53,49.24,90.38,46.13,28.16,80.05,23.45,11.55,13.47
594.78,686.21,49.24,90.38,46.13,28.16,80.06,23.44,11.56,13.47
595.13,686.76,49.24,90.38,46.13,28.16,80.06,23.43,11.56,13.47
594.55,686.44,49.24,90.38,46.13,28.16,80.07,23.41,11.56,13.46
594.9,686.49,49.24,90.38,46.13,28.16,80.07,23.4,11.56,13.46
594.86,686.6,49.24,90.38,46.13,28.16,80.08,23.39,11.57,13.46
594.2,686.22,49.24,90.38,46.13,28.16,80.09,23.37,11.57,13.46
594.6,686.24,49.24,90.38,46.13,28.16,80.1,23.35,11.57,13.46
595.22,686.33,49.24,90.38,46.13,28.16,80.1,23.33,11.57,13.46
594.33,686.33,49.24,90.38,46.13,28.16,80.11,23.31,11.58,13.46
595.22,686.46,49.24,90.38,46.13,28.16,80.12,23.29,11.58,13.45
594.25,686.04,49.24,90.38,46.13,28.16,80.13,23.27,11.58,13.45
594.95,686.5,49.24,90.38,46.13,28.16,80.14,23.25,11.59,13.45
594.95,686.18,49.24,90.38,46.13,28.16,80.15,23.23,11.59,13.45
594.86,686.1,49.24,90.38,46.13,28.16,80.16,23.2,11.59,13.45
594.59,685.91,49.24,90.38,46.13,28.16,80.17,23.18,11.6,13.44
595.48,686.54,49.24,90.38,46.13,28.16,80.18,23.15,11.6,13.44
594.9,686.24,49.24,90.38,46.13,28.16,80.19,23.13,11.61,13.44
594.29,686.31,49.24,90.38,46.13,28.16,80.21,23.1,11.61,13.44
595.39,686.47,49.24,90.38,46.13,28.16,80.22,23.08,11.61,13.44
594.47,686.04,49.24,90.38,46.13,28.16,80.23,23.05,11.62,13.43
594.73,686.42,49.24,90.38,46.13,28.16,80.24,23.02,11.62,13.43
593.84,685.79,49.24,90.38,46.13,28.16,80.25,23,11.63,13.43
594.69,686.34,49.24,90.38,46.13,28.16,80.26,22.97,11.63,13.43
593.89,686.26,49.24,90.38,46.13,28.16,80.28,22.95,11.64,13.43
594.86,686.01,49.24,90.38,46.13,28.16,80.29,22.92,11.64,13.42
594.86,686.49,49.24,90.38,46.13,28.16,80.3,22.89,11.64,13.42
594.24,686.1,49.24,90.38,46.13,28.16,80.31,22.87,11.65,13.42
594.77,686.31,49.24,90.38,46.13,28.16,80.32,22.84,11.65,13.42
594.33,686.29,49.24,90.38,46.13,28.16,80.33,22.81,11.66,13.41
594.42,686.16,49.24,90.38,46.13,28.16,80.34,22.79,11.66,13.41
595.04,686.21,49.24,90.38,46.13,28.16,80.36,22.76,11.66,13.41
594.9,686.56,49.24,90.38,46.13,28.16,80.37,22.74,11.67,13.41
594.9,686.3,49.24,90.38,46.13,28.16,80.38,22.71,11.67,13.41
594.42,686.33,49.24,90.38,46.13,28.16,80.39,22.69,11.68,13.4
594.95,686.57,49.24,90.38,46.13,28.16,80.4,22.66,11.68,13.4
594.95,686.56,49.24,90.38,46.13,28.16,80.41,22.64,11.68,13.4
594.95,686.56,49.24,90.38,46.13,28.16,80.42,22.62,11.69,13.4
593.8,686.4,49.24,90.38,46.13,28.16,80.43,22.6,11.69,13.4
595.43,686.81,49.24,90.38,46.13,28.16,80.44,22.58,11.69,13.39
593.84,686.08,49.24,90.38,46.13,28.16,80.45,22.56,11.7,13.39
594.25,686.88,49.24,90.38,46.13,28.16,80.45,22.54,11.7,13.39
594.73,685.99,49.24,90.38,46.13,28.16,80.46,22.52,11.7,13.39
594.51,686.12,49.24,90.38,46.13,28.16,80.47,22.5,11.7,13.39
594.15,686.07,49.24,90.38,46.13,28.16,80.48,22.49,11.71,13.39
594.64,686.17,49.24,90.38,46.13,28.16,80.48,22.48,11.71,13.39
594.33,685.65,49.24,90.38,46.13,28.16,80.49,22.46,11.71,13.38
594.07,685.87,49.24,90.38,46.13,28.16,80.49,22.45,11.71,13.38
594.47,686.2,49.24,90.38,46.13,28.16,80.5,22.44,11.72,13.38
595.48,686.65,49.24,90.38,46.13,28.16,80.5,22.43,11.72,13.38
595.39,686.55,49.24,90.38,46.13,28.16,80.5,22.42,11.72,13.38
595.39,686.3,49.24,90.38,46.13,28.16,80.51,22.42,11.72,13.38
594.51,686.19,49.24,90.38,46.13,28.16,80.51,22.41,11.72,13.38
595.22,686.44,49.24,90.38,46.13,28.16,80.51,22.41,11.72,13.38
595.22,686.44,49.24,90.38,46.13,28.16,80.51,22.41,11.72,13.38
593.93,686.14,49.24,90.38,46.13,28.16,80.51,22.41,11.72,13.38
595.04,686.22,49.24,90.38,46.13,28.16,80.51,22.42,11.72,13.38
594.69,686.22,49.24,90.38,46.13,28.16,80.5,22.42,11.72,13.38
593.89,686.26,49.24,90.38,46.13,28.16,80.49,22.43,11.73,13.39
594.82,686.29,49.24,90.38,46.13,28.16,80.48,22.44,11.73,13.39
594.55,686.55,49.24,90.38,46.13,28.16,80.47,22.45,11.73,13.39
594.99,686.32,49.24,90.38,46.13,28.16,80.46,22.47,11.74,13.4
594.99,686.97,49.24,90.38,46.13,28.16,80.45,22.49,11.75,13.4
593.54,685.82,49.24,90.38,46.13,28.16,80.43,22.5,11.75,13.4
594.29,686.77,49.24,90.38,46.13,28.16,80.41,22.53,11.76,13.41
595.08,686.03,49.24,90.38,46.13,28.16,80.39,22.55,11.77,13.42
594.55,686.58,49.24,90.38,46.13,28.16,80.37,22.57,11.77,13.42
595,686.34,49.24,90.38,46.13,28.16,80.35,22.6,11.78,13.43
594.37,686.11,49.24,90.38,46.13,28.16,80.33,22.63,11.79,13.44
595.12,686.33,49.24,90.38,46.13,28.16,80.3,22.65,11.8,13.44
595.17,686.38,49.24,90.38,46.13,28.16,80.28,22.68,11.81,13.45
594.37,686.04,49.24,90.38,46.13,28.16,80.25,22.71,11.82,13.46
594.69,686.72,49.24,90.38,46.13,28.16,80.22,22.75,11.83,13.47
595.31,686.26,49.24,90.38,46.13,28.16,80.19,22.78,11.84,13.48
594.46,686.23,49.24,90.38,46.13,28.16,80.17,22.81,11.85,13.49
594.24,686.45,49.24,90.38,46.13,28.16,80.14,22.85,11.87,13.5
594.55,686.4,49.24,90.38,46.13,28.16,80.1,22.89,11.88,13.5
594.73,686.42,49.24,90.38,46.13,28.16,80.07,22.92,11.89,13.51
593.14,687,49.24,90.38,46.13,28.16,80.04,22.96,11.9,13.52
594.37,686.12,49.24,90.38,46.13,28.16,80.01,23,11.92,13.53
594.46,686.16,49.24,90.38,46.13,28.16,79.98,23.03,11.93,13.54
595,686.1,49.24,90.38,46.13,28.16,79.94,23.07,11.94,13.55
595,686.77,49.24,90.38,46.13,28.16,79.91,23.11,11.95,13.56
594.95,686.66,49.24,90.38,46.13,28.16,79.88,23.15,11.97,13.57
594.55,686.07,49.24,90.38,46.13,28.16,79.85,23.19,11.98,13.59
594.95,686.48,49.24,90.38,46.13,28.16,79.81,23.23,11.99,13.6
594.42,686.1,49.24,90.38,46.13,28.16,79.78,23.27,12.01,13.61
595,686.67,49.24,90.38,46.13,28.16,79.75,23.31,12.02,13.62
594.95,686.22,49.24,90.38,46.13,28.16,79.71,23.35,12.03,13.63
593.98,686.28,49.24,90.38,46.13,28.16,79.68,23.38,12.04,13.64
594.86,686.46,49.24,90.38,46.13,28.16,79.65,23.42,12.06,13.65
594.64,685.95,49.24,90.38,46.13,28.16,79.62,23.46,12.07,13.66
594.9,686.35,49.24,90.38,46.13,28.16,79.59,23.49,12.08,13.67
594.47,686.26,49.24,90.38,46.13,28.16,79.55,23.53,12.09,13.67
594.47,686.26,49.24,90.38,46.13,28.16,79.52,23.57,12.11,13.68
595.04,686.28,49.24,90.38,46.13,28.16,79.5,23.6,12.12,13.69
593.94,686.11,49.24,90.38,46.13,28.16,79.47,23.63,12.13,13.7
594.64,686.31,49.24,90.38,46.13,28.16,79.44,23.67,12.14,13.71
595.17,686.43,49.24,90.38,46.13,28.16,79.41,23.7,12.15,13.72
595.13,686.4,49.24,90.38,46.13,28.16,79.39,23.73,12.16,13.73
594.59,686.2,49.24,90.38,46.13,28.16,79.36,23.75,12.17,13.73
594.24,686.17,49.24,90.38,46.13,28.16,79.34,23.78,12.18,13.74
594.64,686.36,49.24,90.38,46.13,28.16,79.32,23.81,12.19,13.75
594.25,686.24,49.24,90.38,46.13,28.16,79.3,23.83,12.19,13.75
594.2,685.84,49.24,90.38,46.13,28.16,79.28,23.85,12.2,13.76
594.37,686.51,49.24,90.38,46.13,28.16,79.26,23.88,12.21,13.77
594.6,685.91,49.24,90.38,46.13,28.16,79.24,23.89,12.21,13.77
593.8,685.99,49.24,90.38,46.13,28.16,79.23,23.91,12.22,13.77
594.37,686.4,49.24,90.38,46.13,28.16,79.22,23.93,12.23,13.78
594.95,686.44,49.24,90.38,46.13,28.16,79.21,23.94,12.23,13.78
594.6,686.21,49.24,90.38,46.13,28.16,79.2,23.95,12.23,13.78
595.09,686.45,49.24,90.38,46.13,28.16,79.19,23.96,12.24,13.79
594.64,685.95,49.24,90.38,46.13,28.16,79.18,23.96,12.24,13.79
594.69,686.85,49.24,90.38,46.13,28.16,79.18,23.97,12.24,13.79
594.69,686.45,49.24,90.38,46.13,28.16,79.18,23.97,12.24,13.79
594.69,686.24,49.24,90.38,46.13,28.16,79.18,23.97,12.24,13.79
729.08,705.78,49.24,90.38,46.13,28.16,79.18,23.97,12.24,13.79
877.04,758.4,49.24,90.38,46.13,28.16,79.18,23.97,12.24,13.8
876.6,757.97,49.24,90.38,46.13,28.16,79.18,23.97,12.24,13.8
877.31,757.67,49.24,90.38,46.13,28.16,79.19,23.97,12.24,13.81
876.64,758.35,49.24,90.38,46.13,28.16,79.19,23.97,12.24,13.82
876.82,758.21,49.24,90.38,46.13,28.16,79.19,23.97,12.25,13.83
876.82,758.73,49.24,90.38,46.13,28.16,79.2,23.97,12.25,13.85
877.17,757.97,49.24,90.38,46.13,28.16,79.2,23.97,12.25,13.86
876.86,757.96,49.24,90.38,46.13,28.16,79.21,23.97,12.25,13.88
876.47,758.21,49.24,90.38,46.13,28.16,79.21,23.97,12.26,13.89
876.73,758.24,49.24,90.38,46.13,28.16,79.22,23.98,12.26,13.91
877.08,758.3,49.24,90.38,46.13,28.16,79.23,23.98,12.26,13.93
877.08,758.4,49.24,90.38,46.13,28.16,79.23,23.98,12.26,13.95
876.6,757.89,49.24,90.38,46.13,28.16,79.24,23.98,12.27,13.97
876.96,758.37,49.24,90.38,46.13,28.16,79.25,23.98,12.27,13.99
876.96,758.4,49.24,90.38,46.13,28.16,79.25,23.98,12.27,14.02
876.96,758.41,49.24,90.38,46.13,28.16,79.26,23.98,12.28,14.04
876.42,758.21,49.24,90.38,46.13,28.16,79.27,23.98,12.28,14.07
876.87,758.55,49.24,90.38,46.13,28.16,79.28,23.98,12.28,14.09
877.05,758.35,49.24,90.38,46.13,28.16,79.29,23.98,12.29,14.12
876.96,758.28,49.24,90.38,46.13,28.16,79.3,23.99,12.29,14.14
877,758.27,49.24,90.38,46.13,28.16,79.3,23.99,12.3,14.17
877.53,758.38,49.24,90.38,46.13,28.16,79.31,23.99,12.3,14.2
876.47,758.11,49.24,90.38,46.13,28.16,79.32,23.99,12.3,14.23
876.82,758.2,49.24,90.38,46.13,28.16,79.33,23.99,12.31,14.25
876.16,758.23,49.24,90.38,46.13,28.16,79.34,23.99,12.31,14.28
877.31,758.36,49.24,90.38,46.13,28.16,79.35,23.99,12.32,14.31
876.78,758.34,49.24,90.38,46.13,28.16,79.36,23.99,12.32,14.34
876.96,758.28,49.24,90.38,46.13,28.16,79.37,24,12.33,14.37
877.4,758.25,49.24,90.38,46.13,28.16,79.38,24,12.33,14.4
877,758.41,49.24,90.38,46.13,28.16,79.39,24,12.33,14.43
876.02,757.89,49.24,90.38,46.13,28.16,79.4,24,12.34,14.46
875.89,758.62,49.24,90.38,46.13,28.16,79.41,24,12.34,14.49
877,758.31,49.24,90.38,46.13,28.16,79.42,24,12.35,14.51
876.16,758.51,49.24,90.38,46.13,28.16,79.43,24,12.35,14.54
876.03,757.89,49.24,90.38,46.13,28.16,79.44,24,12.35,14.57
876.82,758.39,49.24,90.38,46.13,28.16,79.44,24,12.36,14.6
875.94,757.75,49.24,90.38,46.13,28.16,79.45,24.01,12.36,14.62
876.11,758.44,49.24,90.38,46.13,28.16,79.46,24.01,12.37,14.65
876.77,758.47,49.24,90.38,46.13,28.16,79.47,24.01,12.37,14.67
877.66,758.47,49.24,90.38,46.13,28.16,79.48,24.01,12.37,14.7
877,758.52,49.24,90.38,46.13,28.16,79.49,24.01,12.38,14.72
876.64,758.22,49.24,90.38,46.13,28.16,79.49,24.01,12.38,14.75
875.71,758.16,49.24,90.38,46.13,28.16,79.5,24.01,12.38,14.77
876.82,758.11,49.24,90.38,46.13,28.16,79.51,24.01,12.39,14.79
876.16,758.14,49.24,90.38,46.13,28.16,79.51,24.01,12.39,14.81
877.66,758.3,49.24,90.38,46.13,28.16,79.52,24.01,12.39,14.83
876.91,758.58,49.24,90.38,46.13,28.16,79.53,24.02,12.39,14.85
876.91,758.13,49.24,90.38,46.13,28.16,79.53,24.02,12.4,14.86
876.25,758.2,49.24,90.38,46.13,28.16,79.54,24.02,12.4,14.88
876.52,758.06,49.24,90.38,46.13,28.16,79.54,24.02,12.4,14.89
876.52,758.1,49.24,90.38,46.13,28.16,79.55,24.02,12.4,14.91
876.52,758.2,49.24,90.38,46.13,28.16,79.55,24.02,12.41,14.92
877.58,758.36,49.24,90.38,46.13,28.16,79.55,24.02,12.41,14.93
876.47,758.53,49.24,90.38,46.13,28.16,79.56,24.02,12.41,14.94
877.13,758.36,49.24,90.38,46.13,28.16,79.56,24.02,12.41,14.94
876.95,758.23,49.24,90.38,46.13,28.16,79.56,24.02,12.41,14.95
876.42,758.26,49.24,90.38,46.13,28.16,79.56,24.02,12.41,14.95
877.17,758.44,49.24,90.38,46.13,28.16,79.56,24.02,12.41,14.95
876.47,758.22,49.24,90.38,46.13,28.16,79.56,24.02,12.41,14.95
876.69,758.25,49.24,90.38,46.13,28.16,79.56,24.02,12.41,14.95
876.56,758.48,49.24,90.38,46.13,28.16,79.56,24.02,12.41,14.95
877.05,758.46,49.24,90.38,46.13,28.16,79.56,24.02,12.4,14.96
876.34,758.22,49.24,90.38,46.13,28.16,79.56,24.02,12.4,14.96
876.47,758.26,49.24,90.38,46.13,28.16,79.57,24.02,12.4,14.97
876.55,758.1,49.24,90.38,46.13,28.16,79.57,24.02,12.39,14.97
877.08,758.41,49.24,90.38,46.13,28.16,79.57,24.02,12.38,14.98
876.59,758.15,49.24,90.38,46.13,28.16,79.57,24.02,12.38,14.99
876.11,758.4,49.24,90.38,46.13,28.16,79.57,24.02,12.37,15
877.35,758.41,49.24,90.38,46.13,28.16,79.58,24.02,12.36,15.01
876.2,758,49.24,90.38,46.13,28.16,79.58,24.02,12.36,15.02
877.22,758.13,49.24,90.38,46.13,28.16,79.58,24.02,12.35,15.03
876.82,758.18,49.24,90.38,46.13,28.16,79.59,24.03,12.34,15.04
876.82,758.18,49.24,90.38,46.13,28.16,79.59,24.03,12.33,15.05
876.82,758.18,49.24,90.38,46.13,28.16,79.6,24.03,12.32,15.06
876.82,758.18,49.24,90.38,46.13,28.16,79.6,24.03,12.31,15.07
876.82,758.53,49.24,90.38,46.13,28.16,79.6,24.03,12.3,15.09
876.11,758.09,49.24,90.38,46.13,28.16,79.61,24.03,12.29,15.1
877.44,758.31,49.24,90.38,46.13,28.16,79.61,24.03,12.28,15.11
876.73,758.3,49.24,90.38,46.13,28.16,79.62,24.03,12.26,15.13
877.08,758.35,49.24,90.38,46.13,28.16,79.62,24.03,12.25,15.14
877.08,758.2,49.24,90.38,46.13,28.16,79.63,24.03,12.24,15.16
875.76,757.9,49.24,90.38,46.13,28.16,79.63,24.03,12.23,15.17
876.82,758.21,49.24,90.38,46.13,28.16,79.64,24.04,12.21,15.19
876.82,758.21,49.24,90.38,46.13,28.16,79.64,24.04,12.2,15.2
876.78,758.27,49.24,90.38,46.13,28.16,79.65,24.04,12.19,15.22
875.89,757.99,49.24,90.38,46.13,28.16,79.65,24.04,12.18,15.23
877.17,758.57,49.24,90.38,46.13,28.16,79.66,24.04,12.16,15.25
876.77,758.33,49.24,90.38,46.13,28.16,79.66,24.04,12.15,15.27
875.84,757.97,49.24,90.38,46.13,28.16,79.66,24.04,12.14,15.28
876.73,758.46,49.24,90.38,46.13,28.16,79.67,24.04,12.12,15.3
877.39,758.26,49.24,90.38,46.13,28.16,79.67,24.04,12.11,15.31
876.21,757.98,49.24,90.38,46.13,28.16,79.68,24.04,12.1,15.33
876.96,758.4,49.24,90.38,46.13,28.16,79.68,24.04,12.09,15.34
876.69,758.34,49.24,90.38,46.13,28.16,79.69,24.05,12.07,15.36
876.16,758.26,49.24,90.38,46.13,28.16,79.69,24.05,12.06,15.37
876.69,758.21,49.24,90.38,46.13,28.16,79.7,24.05,12.05,15.39
876.25,758.22,49.24,90.38,46.13,28.16,79.7,24.05,12.04,15.4
876.64,758.12,49.24,90.38,46.13,28.16,79.71,24.05,12.02,15.42
877.17,758.5,49.24,90.38,46.13,28.16,79.71,24.05,12.01,15.43
877.17,758.32,49.24,90.38,46.13,28.16,79.72,24.05,12,15.44
876.21,758.29,49.24,90.38,46.13,28.16,79.72,24.05,11.99,15.46
876.74,758.21,49.24,90.38,46.13,28.16,79.72,24.05,11.98,15.47
876.25,756.59,49.24,90.38,46.13,28.16,79.73,24.05,11.97,15.48
877.08,758.49,49.24,90.38,46.13,28.16,79.73,24.05,11.96,15.49
876.82,758.4,49.24,90.38,46.13,28.16,79.74,24.06,11.95,15.5
876.02,758.24,49.24,90.38,46.13,28.16,79.74,24.06,11.94,15.51
877.27,758.09,49.24,90.38,46.13,28.16,79.74,24.06,11.94,15.52
876.02,757.97,49.24,90.38,46.13,28.16,79.75,24.06,11.93,15.53
877.17,758.5,49.24,90.38,46.13,28.16,79.75,24.06,11.92,15.54
876.07,758.25,49.24,90.38,46.13,28.16,79.75,24.06,11.92,15.55
877.08,758.41,49.24,90.38,46.13,28.16,79.75,24.06,11.91,15.56
876.33,758.05,49.24,90.38,46.13,28.16,79.75,24.06,11.9,15.56
876.69,758.27,49.24,90.38,46.13,28.16,79.76,24.06,11.9,15.57
876.33,758.33,49.24,90.38,46.13,28.16,79.76,24.06,11.9,15.57
877.09,758.33,49.24,90.38,46.13,28.16,79.76,24.06,11.89,15.58
876.16,757.99,49.24,90.38,46.13,28.16,79.76,24.06,11.89,15.58
877.4,758.23,49.24,90.38,46.13,28.16,79.76,24.06,11.89,15.58
876.38,758.12,49.24,90.38,46.13,28.16,79.76,24.06,11.89,15.58
876.69,758.19,49.24,90.38,46.13,28.16,79.76,24.06,11.89,15.58
877.26,758.24,49.24,90.38,46.13,28.16,79.76,24.06,11.89,15.58
875.81,757.89,49.24,90.38,46.13,28.16,79.76,24.06,11.89,15.59
877.44,758.38,49.24,90.38,46.13,28.16,79.75,24.06,11.89,15.6
876.11,758.18,49.24,90.38,46.13,28.16,79.75,24.06,11.9,15.61
876.25,758.2,49.24,90.38,46.13,28.16,79.75,24.06,11.9,15.62
876.25,758.07,49.24,90.38,46.13,28.16,79.74,24.06,11.9,15.64
877.4,758.29,49.24,90.38,46.13,28.16,79.74,24.05,11.91,15.65
876.38,758.1,49.24,90.38,46.13,28.16,79.73,24.05,11.91,15.67
876.42,758.1,49.24,90.38,46.13,28.16,79.73,24.05,11.92,15.69
876.96,758.31,49.24,90.38,46.13,28.16,79.72,24.05,11.92,15.71
876.33,758.22,49.24,90.38,46.13,28.16,79.71,24.05,11.93,15.73
877.13,758.23,49.24,90.38,46.13,28.16,79.7,24.04,11.93,15.76
876.6,758.29,49.24,90.38,46.13,28.16,79.7,24.04,11.94,15.78
877.39,758.27,49.24,90.38,46.13,28.16,79.69,24.04,11.94,15.81
876.16,758.01,49.24,90.38,46.13,28.16,79.68,24.04,11.95,15.84
876.64,758.22,49.24,90.38,46.13,28.16,79.67,24.03,11.96,15.87
877.04,758.5,49.24,90.38,46.13,28.16,79.66,24.03,11.97,15.9
877.04,758.34,49.24,90.38,46.13,28.16,79.65,24.03,11.97,15.93
877.26,758.44,49.24,90.38,46.13,28.16,79.64,24.03,11.98,15.96
876.73,758.29,49.24,90.38,46.13,28.16,79.63,24.02,11.99,15.99
876.64,758.16,49.24,90.38,46.13,28.16,79.62,24.02,12,16.03
876.16,758.23,49.24,90.38,46.13,28.16,79.61,24.02,12,16.06
876.16,758.2,49.24,90.38,46.13,28.16,79.59,24.01,12.01,16.1
877.12,758.45,49.24,90.38,46.13,28.16,79.58,24.01,12.02,16.13
876.73,758.28,49.24,90.38,46.13,28.16,79.57,24.01,12.03,16.17
876.33,757.85,49.24,90.38,46.13,28.16,79.56,24,12.04,16.21
877.35,758.66,49.24,90.38,46.13,28.16,79.55,24,12.05,16.24
877.3,758.83,49.24,90.38,46.13,28.16,79.54,24,12.06,16.28
877.04,758.53,49.24,90.38,46.13,28.16,79.53,24,12.07,16.32
875.72,757.18,49.24,90.38,46.13,28.16,79.51,23.99,12.07,16.35
877.22,758.32,49.24,90.38,46.13,28.16,79.5,23.99,12.08,16.39
876.11,757.94,49.24,90.38,46.13,28.16,79.49,23.99,12.09,16.42
877,758.48,49.24,90.38,46.13,28.16,79.48,23.98,12.1,16.46
877.49,758.48,49.24,90.38,46.13,28.16,79.47,23.98,12.11,16.5
877.09,757.74,49.24,90.38,46.13,28.16,79.46,23.98,12.12,16.53
877.09,758.3,49.24,90.38,46.13,28.16,79.44,23.97,12.13,16.57
876.82,757.72,49.24,90.38,46.13,28.16,79.43,23.97,12.13,16.6
877.39,758.9,49.24,90.38,46.13,28.16,79.42,23.97,12.14,16.64
876.69,758.1,49.24,90.38,46.13,28.16,79.41,23.96,12.15,16.67
877.17,758.45,49.24,90.38,46.13,28.16,79.4,23.96,12.16,16.7
876.07,758.22,49.24,90.38,46.13,28.16,79.39,23.96,12.16,16.73
876.47,758.38,49.24,90.38,46.13,28.16,79.38,23.96,12.17,16.76
